DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2013-0291-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Iowa, Michigan, Minnesota, Wisconsin provinces",Heavy rains,,No,No,No,,493136.77,Km2,38.8278,-88.64,,2013,4,22,2013,4,29,5,,300,,300,,,,,325000,425091,76.45414599,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2013-08-27,2023-09-25
2013-0315-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,USA,United States of America,Northern America,Americas,"Yosemite valley (Mariposa district, California province)",,,No,No,Yes,,,Km2,,,,2013,8,3,2013,9,1,,3,,33,36,,,,,175000,228895,76.45414599,"[{""adm2_code"":28886,""adm2_name"":""Mariposa""}]",2013-09-12,2023-09-25
2013-0334-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Colorado, Wyoming, Montana provinces",,Flood|Hail,No,No,No,,,Kph,,,,2013,8,2,2013,8,3,,,,,,,,200000,261595,300000,392392,76.45414599,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2013-09-10,2023-09-25
2013-0354-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Lafayette, Lyons, Longmont towns (Boulder district, Colorado province), Larimer, El Paso, Broomfield districts (Colorado province), New Mexico province",,"Slide (land, mud, snow, rock)",No,No,Yes,,100404,Km2,38.002,-105.143,,2013,9,12,2013,9,19,9,,16500,5400,21900,,,200000,261595,1900000,2485150,76.45414599,"[{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm2_code"":28942,""adm2_name"":""El Paso""},{""adm2_code"":28957,""adm2_name"":""Larimer""},{""adm2_code"":154739,""adm2_name"":""Boulder""},{""adm2_code"":154740,""adm2_name"":""Broomfield""}]",2014-04-04,2023-09-25
2013-0404-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,USA,United States of America,Northern America,Americas,Shasta district (California province),,,No,No,No,,,Km2,,,,2013,9,9,2013,9,15,1,6,15,204,225,,,,,10000,13080,76.45414599,"[{""adm2_code"":28909,""adm2_name"":""Shasta""}]",2013-10-28,2023-09-25
2013-0439-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Kentucky, Ohio, Michigan, Wisconsin, Missouri provinces",,Hail,No,No,Yes,,305,Kph,,,,2013,11,16,2013,11,18,11,185,,,185,,,800000,1046379,1300000,1700366,76.45414599,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2014-03-20,2023-09-25
2013-0472-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Oklahoma, Texas, California, New Mexico, Arizona provinces",,Flood,No,No,No,,,Kph,,,,2013,11,24,2013,11,24,14,,,,,,,,,2000,2616,76.45414599,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2013-11-25,2023-09-25
2013-0510-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Austin district (Texas province),Torrentiak rain,,No,No,Yes,,38936,Km2,30.66,-96.01,,2013,10,31,2013,11,10,4,,4800,,4800,,,,,,,76.45414599,"[{""adm2_code"":31207,""adm2_name"":""Austin""}]",2013-11-28,2023-09-25
2013-0528-CAN,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,CAN,Canada,Northern America,Americas,"Ontario, Quebec provinces",,,No,No,No,,,°C,,,,2013,12,21,2013,12,22,10,,,,,,,,,200000,261595,76.45414599,"[{""adm1_code"":833,""adm1_name"":""Ontario""},{""adm1_code"":835,""adm1_name"":""Quebec / Québec""}]",2013-12-23,2023-09-25
2013-0528-USA,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,USA,United States of America,Northern America,Americas,"Michigan, Ohio, New York, Vermont, Maine, Kansas, Iowa, Texas, Wisconsin, Illinois, Minnesota, Arkansas, Louisiana, Mississippi, Kentucky provinces",,,No,No,No,,,°C,,,,2013,12,19,2013,12,22,19,,,,,,,,,200000,261595,76.45414599,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2014-01-08,2023-09-25
2013-0548-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Louisiana, South Carolina, Mississippi provinces",,,No,No,No,,,Kph,,,,2013,3,18,2013,3,19,2,,,,,,,1600000,2092758,2200000,2877542,76.45414599,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2014-01-07,2023-09-25
2013-0550-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,Cleon and Dion,USA,United States of America,Northern America,Americas,"Alabama, Arkansas, Connecticut, Delaware, Florida, Georgia, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, West Virginia provinces",,,No,No,No,,,Kph,,,,2013,12,1,2013,12,9,20,,,,,,,62500,81748,100000,130797,76.45414599,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2014-03-21,2023-09-25
2013-0558-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Nelson, Carroll districts (Kentucky province)",Heavy rains,,No,No,Yes,,16069.91,Km2,37.5597,-86.79,,2013,12,22,2013,12,31,5,,,,,,,,,,,76.45414599,"[{""adm2_code"":29691,""adm2_name"":""Carroll""},{""adm2_code"":29760,""adm2_name"":""Nelson""}]",2014-01-08,2024-10-25
2013-0579-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Louisiana provinces",,Hail,No,No,Yes,,,Kph,,,,2013,2,24,2013,2,25,1,,,,,,,800000,1046379,1100000,1438771,76.45414599,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2014-03-21,2023-09-25
2013-0580-CAN,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,CAN,Canada,Northern America,Americas,Toronto district (Ontario province),,Flood,No,No,No,,,Kph,,,,2013,7,8,2013,7,9,,,,,,,,888000,1161481,1410000,1844243,76.45414599,"[{""adm2_code"":12686,""adm2_name"":""Toronto""}]",2014-03-21,2023-09-25
2014-0009-CAN,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,CAN,Canada,Northern America,Americas,"Ontario, Manitoba, Saskatchewan provinces",,,No,No,No,,-48,°C,,,,2014,1,1,2014,1,9,,,,,,,,,,,,77.69440613,"[{""adm1_code"":827,""adm1_name"":""Manitoba""},{""adm1_code"":833,""adm1_name"":""Ontario""},{""adm1_code"":836,""adm1_name"":""Saskatchewan""}]",2014-01-16,2023-09-25
2014-0009-USA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,USA,United States of America,Northern America,Americas,"New York, Minnesota, Georgia, Maryland, Alaska, Alabama, Mississippi, Louisiana, North Carolina, South Carolina, Ohio, Indiana, Illinois, Pennsylvania, Michigan, New Jersey, Virginia, Kentucky, Missouri provinces",,,No,No,Yes,,-37,°C,,,,2014,1,5,2014,1,8,21,,,,,,,1600000,2059350,2500000,3217735,77.69440613,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3215,""adm1_name"":""Alaska""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2014-02-07,2023-09-25
2014-0048-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",,Cold wave,No,No,Yes,,,Kph,,,,2014,2,2,2014,2,6,9,,,,,,,150000,193064,250000,321773,77.69440613,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2014-03-06,2023-09-25
2014-0052-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, Massachusetts, New Hampshire, Vermont, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Maryland provinces",,,No,No,No,,,Kph,,,,2014,1,1,2014,1,5,16,,,,,,,200000,257419,210000,270290,77.69440613,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2014-02-07,2023-09-25
2014-0053-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Georgia, Alabama, Mississippi, Louisiana, North Carolina, South Carolina provinces",,,No,No,Yes,,,Kph,,,,2014,1,26,2014,1,29,13,,,,,,,,,250000,321773,77.69440613,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2014-02-07,2023-09-25
2014-0072-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"District of Columbia, New York, Georgia, South Carolina, North Carolina, Pennsylvania provinces",,Cold wave,No,No,Yes,,,Kph,,,,2014,2,11,2014,2,14,25,,,,,,,280000,360386,750000,965320,77.69440613,"[{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2014-03-06,2023-09-25
2014-0095-USA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,USA,United States of America,Northern America,Americas,"Oso village (Snohomish district, Washington province)",Heavy rains and small earthquake,,No,No,No,,,,,,,2014,3,22,2014,3,22,43,,,150,150,,,,,20000,25742,77.69440613,"[{""adm2_code"":31660,""adm2_name"":""Snohomish""}]",2014-04-09,2023-09-25
2014-0100-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"California, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Tennessee, New York, New Jersey, Pennsylvania provinces",,,No,No,No,,,Kph,,,,2014,2,28,2014,3,4,12,,,,,,,,,2000,2574,77.69440613,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2014-04-22,2023-09-25
2014-0126-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Mississippi, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Florida, Alabama, New York, New Jersey, Pennsylvania provinces",,Flood|Hail,No,No,No,,,Kph,,,,2014,4,27,2014,5,1,40,15,,,15,,,1200000,1544513,2000000,2574188,77.69440613,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2014-05-09,2023-09-25
2014-0165-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Hutchinson district (Texas province), San Diego district (California province)","Excessive heat, drougth and winds",,No,No,No,,,Km2,,,,2014,5,11,2014,5,20,2,,429,,429,,,,,100000,128709,77.69440613,"[{""adm2_code"":28901,""adm2_name"":""San Diego""},{""adm2_code"":31316,""adm2_name"":""Hutchinson""}]",2014-05-15,2023-09-25
2014-0192-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, North Dakota, Ohio, South Dakota, Wisconsin, Kansas, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Arizona, Idaho, Montana, Nevada, New Mexico, Utah, Wyoming, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut provinces",,Hail,No,No,No,,110,Kph,,,,2014,5,18,2014,5,23,,,,,,,,2900000,3732572,3900000,5019666,77.69440613,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2014-06-23,2023-09-25
